content,rating
Gôd,5
bổ ích,5
nice,5
Ok,5
,5
sách đẹp. bọc đẹp lắm,5
"sách đóng gói kỹ, giao hàng nhanh",5
Ý nghĩa,5
"Giao hàng nhanh, chất lượng sách ổn",5
Sách tinh hoa.,5
tất cả ok,5
Bọc cẩn thận giao nhanh,5
"Bao bì sách chất lượng ,giao hàng nhanh ,nội dung thì phải đọc mới biết dc",5
Sách bao rất kỹ ạ,5
Được tiki giao nhanh và bọc bookcare rất tốt!,5
"sách rất hay và giá trị, mình đã từng đọc, nghe bằng audio và mua tặng bạn mình 2 quyển.",5
"Đọc quyển sách như nghe nhạc thiền giúp thư giãn đầu óc, tâm hồn và thể xác",5
Nội dung hay và chữa lành tâm hồn,5
Mình kỳ vọng hơi cao ở nội dung của sách nên...,3
Quyển sách rất hay,4
"Nội dung sách hay, nhưng chất lượng giấy hơi xấu",4
Mình thấy giấy chất lượng kém.,2
Tuyệt vời,5
Giấy đẹp nhẹ đọc tốt cho mắt,4
"Nội dung nhẹ nhàng, bao quát, dễ tiếp cận cho tất cả mọi người",5
Cực kỳ ưng đợt mua sách này từ tiki,5
"Sách hay, đóng gói đẹp, kĩ lưỡng, rất đáng tiền ^^",5
sách hay . dễ đọc,5
Sách nội dung hay. Giao hàng nhanh,5
Sách hay Vô cùng ý nghĩa,5
Hay ho,5
sách ý nghĩa,5
sách rất mới ạ,5
...,5
"sách có vẻ khá cũ, phần in cũng bị lỗi và hình như không phải sách mới ạ",2
"Sách rất hay, đóng gói rất cẩn thận, giao hàng nhanh chóng.",5
"Giao hàng nhanh, sách đẹp, nên bọc thêm vỏ ngoài. Hộp đựng hơi cũ rách xíu mong tiki lưu ý.",5
"Nội dung sách dễ hiểu, sách giúp mình lí giải các cung bậc cảm xúc và giúp bản thân tích cực hơn rất nhiều",5
"Được giới thiệu quyển này từ lâu nhưng giờ mới mua, sách về các cảm xúc của con người",5
"tốc độ ship hàng của tiki thì khá ok, 1 2 hôm là có. chất lượng đóng gói thì cẩn thận, hộp k bị méo",5
"Nếu không biết khổ đau sao gọi là hạnh phúc, nhờ mộng mị hôm nào, ta tìm về tỉnh thức",5
cuốn sách làm thay đổi cuộc đời mình,5
"Mỗi khi bản thân rơi vào trạng thái nào thì đọc nó, nó sẽ thay đổi cách nhìn nhận của bạn.",5
"quyển này thì khỏi phải nói, yêu thích vô cùng, ngôn từ dễ hiểu, đi vào lòng người.",5
"sách rất hay các bạn nên mua đọc thử, giao hàng nhanh",5
"sách hay, giá trị, bọc gói cẩn thận, tôn trọng khách hàng. đánh giá tốt.",5
"Đóng cõi kĩ, trên app nói giao ngày 17.11 mà 16.11 đã có rồi, sách mới tinh",4
"đóng gói cẩn thận, giao nhanh,sách chất lượng nữa",5
"Sách giả giá cao Chất lượng giấy kém, in nhoè Quá tệ cho 1 cuốn sách",1
"Sách rất hay, đọc xong bản thân mình sẽ hiểu thêm nhiều về tâm tưởng bản thân.",5
"Mọi người tìm sách ĐNT, Đọc vị ng khác. Nhưng đối với cá nhân mình, việc nên hiểu bản thân trước nhất.Một cuốn sách hay và ý nghĩa.",5
"Quyển sách hay, tác giả viết rất gói gọn và dễ hiểu, để lắng lại và suy ngẫm",5
"Cuốn sách hay, dày gần 500 trang nhưng NXB đóng sách bằng keo dán, không có chỉ nên sách mới mở ra đọc đã bị bung trang.",1
"rất nên đọc ạ, nó đã thay đổi tư duy của mình rất nhiều từ những trang đầu tiên",5
rất hay hay đến từng chữ,5
Ok,5
"GIẤY VÀNG, FONT CHỮ NHỎ...",3
"Giao hàng nhanh, đóng gói ok, nd sách ok Ns chug là",5
Nội dung rất ý nghĩa,5
"Sách giao rất đẹp, rất hài lòng",5
Rất hay,5
Hộp đựng sách bị rách khá nhiều,4
sp tốt đang đọc cũng hay hay.,4
Hay,5
sách hay. được tặng thêm poscard,5
mới đọc đc 30 trang. nhiều kiến thức bổ ích,2
"In sách quá chán, thật sự thất vọng",1
sách không đẹp lắm..........,3
"Rất buồn với cuốn sách, nhìn sơ như vậy khi đọc không biết còn thêm lỗi gì nữa.",2
Đọc và suy nghĩ đáng ra mình phải biết về sách này sớm hơn,5
"Sách này thì khỏi bàn, sâu sắc. Mình mua lần 3",5
Sách hay,5
tại sao trong đơn hàng có 1 sản phẩm tặng kèm lại không có vậy?,1
"Sách bé, lề gần nửa trang giấy nên chữ quá nhỏ nhé",3
"sách đẹp, tiki đóng gói chắc chắn. nội dung sách gần gũi với đời sống. đáng đọc.",5
Sách hay,5
Fujgđgjmbcsacbn,4
giao hàng nhanh,5
ok,5
Ok,5
ok,5
Trang sách giấy hơi mỏng.,3
sách rât tốt ạ,5
Thích lắm,5
sách mới,5
ok,5
Giao hàng nhanh,5
Trong tủ không thể thiếu quyển này. Sách đẹp,5
quyẽn sách rất ý nghĩa,5
"sách đẹp, đóng gói cẩn thận, giao hàng nhanh",5
"râ hay, toi nghĩ các bạn mua về đọc",5
"sách bị mốc , cắt ko đẹp .",1
Tốt,5
Sách rất đẹp,5
Hbfnkdkgcijxjfnnsksk,5
Ok,5
ok,5
"Sách đẹp, nội dung hay, đáng để đọc. Cảm ơn Tiki, fahasa.",5
rất hài lòng ạ,5
sách gói cẩn thận. lúc mua còn đóng ni lông luôn. rất hài lòng,5
"cực kì hài lòng với tái bản lần này, sach nhẹ và rất thơmmm",5
10 điểm,5
Sách hay,5
Sách rất hay và thấm,5
Bọc sách bị rách 1 ít,5
"Sách rất hay, đọc lại lần 2 mới thấm hết giá trị",5
"sách đẹp, dày dặn, chưa đọc hết nên chưa ý kiến về nội dung",5
"kiện hàng bị rách, may sách không sao",5
"Sách đóng gói cẩn thận, giao hàng lâu",4
"sách rất hay, nên đọc",5
"sách bị dơ, tróc bìa.....",3
Sach goi dep. ky cang. Minh da mua quyen nay thu 3.,5
tuyệt,5
sách hay của tác giả Minh Niệm,5
"chất sách ko đẹp lắm, nội dung thì xuất sắc",5
Sách đẹp,5
"Keo dán sách ko chắc chắn, giấy ko dc tốt",3
sách hay giao hàng nhanh gói cẩn thận,5
Cuốn sách không làm cho người ta sắc bén mà chỉ khiến người ta thấy sâu sắc thấu tận tâm can,5
"Sách đẹp và hay lắm, mọi người đều nên đọc qua ít nhất 1 lần trong đời.",5
"Sách vửa mở ra là bị bẩn đập vào mắt rất khó chịu, mình mua để tặng cho bạn nhưng thực sự cực kỳ tệ",1
"Chất lượng bản in tồi, sách in dính trang, gáy sách hở, mua từ tiki trading",2
Giao hành nhanh . sách hay,1
"Giao hàng nhanh, ship dễ thương, nhà sách đóng gói cẩn thận",5
Rất rất rất hay í. mình mua vài cuốn tặng những người mình yêu quý,5
Mình chưa đọc xong nhưng mình thấy nội dung viết hay. Cho 5*,5
"đóng gói kĩ càng, giao nhanh sách thì kh phải bàn",5
"Giao hàng nhanh. Giao đúng sách đã đặt. Không bị cong, gãy, rách. Good.",5
Sách đẹp có bọc bên ngoài sách giao đến không bị cong 100000 điểm lun nha,5
Hàng giao ko bookmark trong khi mình đặt kèm,4
có những thứ chỉ có thể nhìn thấu bằng trái tim,5
Tiki giao hàng nhanh. Đóng gói cẩn thận. Luôn rất hài lòng về sách của tiki,5
Chất lượng giấy tồi quá. Sách giảm giá mà chất lượng giảm đi thì hình thức mua bán khác gì lừa dối khách hàng.,1
"giấy mỏng dễ rách,nhìn không được thẩm mỹ đóng gói cẩn thận",1
"đóng hàng cẩn thận, giao nhanh, vừa đặt 2 ngày sau đã có",5
sách bị gãy phần trên huhu,4
Tạm ổn,5
Sách hay,5
Tốt,5
sách rất đẹp giao hàng nhanh gọn,5
Sản phẩm bọc tốt đẹp,5
Xuất sắc,5
Hay lắm nha,5
Đóng gói cẩn thận,5
Hàng giao quá nhanh luôn. Tuyệt,5
"Nội dung nhẹ nhàng, sau sắc.",5
"sách đẹp, giao đúng hẹn.",5
đẹp,5
sách hay,5
Ok,5
"Giao nhanh, cám ơn tiki",5
ok,5
sách hay và ý nghĩa,5
sách hay.,5
sp tốt !,5
"Sách đẹp, đóng gói cẩn thận",4
Must read nhé,5
Rất hay và ý nghĩa về cuộc sống,5
rất ý nghĩa,5
good,5
Hay,5
Sách đẹp. Giao nhanh..............................,5
Sách rất hay,5
Sách hay đẹp,5
rất yên tâm mua trên tiki,5
"Cảm ơn tác giả cuốn sách rất hay với những trải nghiệm sâu sắc ,lý giải những cảm xúc của chính mình tìm lại được sự bình an và hạnh phúc chân thật .",5
"Giao hàng nhanh, nhưng sách bị rách nhiều ở 2 trang, khá thất vọng",1
Fahasha bao gói rất cẩn thận. Tiki giao hàng rất nhanh chóng ! Cảm ơn Fahasha và Tiki rất nhiều ạ !,5
Sách hay nhưng chữ in hơi nhỏ. Keo dán gáy không chắc chắn lắm.,3
"Giao hàng rất nhanh, sách đẹp, nhưng nên bọc màng co quanh sách, tránh xước sát hoặc bẩn trong quá trình vận chuyển nhé Tiki",5
"Sách bị lặp 2 lần từ trang 49-64 trong khi thiếu trang từ 65-81, ko nghĩ lại có lỗi in xuất bản tệ như vậy :(",1
"Cũng hài lòng, mà mua để tặng thấy có vết bẩn, lần đầu mua tặng cũg là lần đầu mua trúng bị bẩn luôn.Mong shop khắc phục,cũg chấp nhận đc nếu dễ tính",4
"sách niệm lành, chữa lành nhẹ nhàng, mình rất thích cách viết của thầy Minh Niệm vừa dễ hiểu mà rất hay",5
Cuốn sách này mình chưa đọc hết nhưng về cơ bản thì mình thấy cuốn sách rất hay. Mà cuốn sách này chữ nhỏ hơn những cuốn khác nên mình thấy hơi khó nhìn còn lại đều ok,5
"Tiki giao hàng siêu nhanh, M2 tết đặt, M4 tết đã giao xong. Một món quà đầu năm ý nghĩa cho 3 mẹ con.",5
"Sách đẹp, còn màng co. Giao hàng nhanh và shipper thân thiện. Sẽ ủng hộ thường xuyên.",5
"Đây là cuốn sách khiến bạn tìm ra lời giải đáp cho những phiền não, đau khổ của mình, giúp người đọc biết tha thứ và yêu thương bản thân mình và mọi người xung quanh.",5
"giấy đẹp, sách được giới thiệu nên mua đọc mong rằng chất lượng Tiki ko làm mình thất vọng",5
"Sách gói cẩn thận,giao hàng nhanh,sách đẹp như tại nhà sách,lần đầu mua sách onl mà ưng cái bụng.Sẽ ủng hộ tiếp",5
"Sách dày dặn, nội dung đậm ""chất đời"" của tác giả, chỉ có điều chất lượng giấy không được tốt nên phải cực kỳ nâng niu khi đọc!",5
"Không biết mọi người mua như nào chứ mình đặt lần 2 rồi và sách rất mới, vẫn còn bọc đoàng hoàng",5
"nội dung sách rất hay, từng chương là từng chủ đề quen thuộc nhưng lại có những góc nhìn mới lạ và nhiều bài học ngẫm nghĩ.",5
nội dung ok.nhưng sách chất lượng kém,3
"Sách rất hay và hữu ích cho những ai đang buồn, lạc lối",5
Tuyệt vời,5
quá hay,5
hay,5
Sách hay,5
Chất lượng sách vô cùng tốt. Dịch vụ nhanh. Rất hài lòng,5
Sách hay!,5
cuốn sách hay và tâm đắc,5
Sách hay,5
sách hay,5
tuyet zoiiii,5
Sách nội đúng rất hay,5
Ai cũng nên đọc để có một tâm hồn đẹp,5
chất liệu sách dễ rách. tôi muốn đổi trả,1
"Đóng gói rất cẩn thận , rất thích mua sách bên tiki .",5
giáo hàng nhanh. đóng gói cẩn thận. tùy nhiên giấy in không được đẹp lắm.,5
Cuốn này dùng để viết NLXH phải gọi là đỉnhhhh,5
Đọc để hiểu về trái tim,5
"sách hay, khuyên mọi người nên mua để hiểu hơn vì tình cảm, bản thân",5
"nội dung hữu ích, giao đúng hẹn.",5
"Sách bock kỹ, giao hàng nhanh. Luôn yên tâm với sp của fahasa",5
"Sản phẩm tốt chất lượng cao, sẽ ghé shop pần sau",5
Sách này được khen nhiều lắm.,5
"Sách rất đẹp nhé, giao hàng nhanh, yên tâm mua mọi người ạ",5
Thích Thầy Minh Niệm - giao hàng nhanh sáng đặt chiều có,5
"Giấy vàng chữ nhỏ, phải căng mắt ra xem, nội dung quá hay",4
"bao bìa, chất lượng tốt nội dung ý nghĩa nên mua ạ",5
Tiki giao hàng nhanh Sách ko bị hư hỏng gì,5
Sách hay có ý nghĩa,5
Một cuốn sách hay. Đóng gói cẩn thận giao hàng nhanh,5
sách rất hay và hưu ích. hạt giống tâm hồn Việt!,5
"Sách đẹp, nhẹ. Tiki giao hàng nhanh",5
Quá hay. Nhất định đọc lại nhiều lần,5
Good,5
đáng từng nghìn,5
"sách đẹp, giao nhanh",5
Một cuốn sách tuyệt vời!,5
Chất sách tốt,5
Mình gửi tặng bạn mình. Bạn mình khen hay và rất thích,5
thời gian giao hàng quá lâu,1
Tạm ổn,5
Rất đúng thứ mình đang nghiên cứu,5
sách hay ạ,5
"Sách hay, đọc để học để hành!",5
Sách hơi dài dòng đọc sẽ hơi mệt.,3
"Nội dung hay, sách bọc cẩn thận, giao hàng nhanh",5
Sách rất hay,5
Hài lòng,5
"Sản phẩm ok lắm ạ!, giao hàng cũng nhanh nữa, tiki trading làm ăn ổn lắm ạ...........",5
"TKi giao hàng 2h siêu đỉnh, đki titinow rẻ mà tiết kiệm phí giao hàng",5
sách hay ý nghĩa bao bì đẹp eNEILMED SINUS RINSE PEDIATRIC KIT - BÌNH 120ML + 60 GÓI có giá 450.000đ,5
Chất lượng giấy không tốt lắm. Cầm quyển sách dày mà cảm thấy nhẹ bẫng. Giống sách in lậu.,2
"Sách hay, giao nhanh, giá rẻ. Ủng hộ Shop",5
Mong các bạn 1 lần đọc được cuốn sách này. Vì đây là cách nhanh nhất để đến gần với hạnh phúc. Cảm ơn!,5
"Sách rất hay, thấm thía từng điều dạy về tất cả cảm xúc, tâm trạng của con người, giúp ích nhiều cho ai cần cân bằng cảm xúc",5
"Chất lượng sách tốt, giao hàng nhanh, nội dung dễ đọc và dễ hiểu",5
"sách đẹp . lời văn nhẹ nhàng ,dễ hiểu và sâu sắc",5
"Shop gửi hàng nhanh, đóng gói cẩn thận. Nội dung sách tuyệt vời!!",5
sp đúng như hình sách hay mn nên đọc để hiểu và cảm nhận đc những suy nghĩ của ng khác,5
"Giao đủ, sách được bao kĩ càng, giao hàng nhanh",5
Nội dung có thể đọc lại nhiều lần nhưng mỗi lần lại mang trạng thái khác nhau…,5
"Sách ""Hiểu về trái tim"" giúp tui hiểu về nội tâm nhiều. Cảm ơn Fahasa và Vietnampost đã giao hàng.",5
"sách tiki dạo này giao chán chưa đọc đã rã hết sách,rách hết các trang",1
"Nội dung chưa bàn nhưng chất lượng giấy kiểu giấy xốp, nhẹ nhưng không phải kiểu dành để lưu giữ lâu dài",5
Sách giao nhanh. Ưng nhất khoản sách bọc siêu xịn ạaaaaaaaaassss,5
"lần trc mình lấy 5 quyển thì okay có đầy đủ bọc nilon cẩn thận, lần này thì trần trụi không đc bao bọc cẩn thận",1
"sách trong tình trạng xấu, nhiều chỗ như có vật gì nhọn chọc vào giấy",2
"Sách đẹp, lối hành văn mộc mạc, gần gũi, dễ tiếp cận. Đầu và cuối mỗi chương đều có thơ đi kèm.",5
Guyệt vời trên cả tuyệt vời,5
Giao hàng nhanh chóng,5
sách đẹp,5
good,5
"Sách hay, giao nhanh",5
Ko,5
Tuyệt vời,5
hay,5
may quá sách đẹp,5
tuyệt vời,5
"sách tuyệt hay, giao hàng tốt",5
yoooooooo,5
rất tuyệt vời,5
rất tốt ạ,5
,4
hay ạ,5
Sản phẩm ok. Bắt đầu đọc thấy ngôn ngữ rất dễ thấm!,4
sách phải đọc nhiều lần,5
Good,5
Sách không được bọc lại,4
Sách đẹp. Giao hàng đúng hẹn,5
"Chưa đọc nhưng thấy sách đẹp, không bị vấn đề gì về ngoại hình!",5
sách khá ưng về mặt ngoài.,5
ndhx,5
Hay l,5
sách hay,5
Tuyệt vời,5
Hài lòng,5
Sách in đẹp,5
Ok,5
Hay!,5
OK Không có gì phàn nàn :) Nhận hàng nhanh hơn dự kiến,5
sách hay nên mua,5
Rất hay. Rất ý nghĩa. Rất có chiều sâu,5
Giao hàng nhanh,5
nice,5
Sách ok,4
Ok,5
Giao hàng k đúng hẹn,1
"Sách đẹp, trang giấy dày thơm, cầm nhẹ tay. Nội dung thì ko bàn nữa vì quá hay và ý nghĩa. Nếu ai có thể thực hiện được những gì sách dạy thì sẽ có 1 cuộc đời hạnh phúc.",5
Sách hay và ý nghĩa. Ai cũng nên có 1 cuốn để đọc,5
"Sách hay dành cho những ai muốn làm giàu thêm về giá trị tinh thần. Mình recommend cho những ai có hứng thú với tác phẩm này thì nên mua thêm quyển "" làm như chơi- tác giả: thầy Thích Minh Niệm"".",5
"Mình đã đọc hết quyển sách này và quyển này mình mua tặng, quyển sách ý nghĩa và cũng là quyển tâm đăc của mình, mng nên đọc nhé",5
"rất cảm ơn thầy Minh Niệm đã viết cuốn sách này, là một trong cuốn sách hữu ích nhất với con. Con đã chia sẻ cho những người xung quanh về cuốn sách này, và sẽ giữ gìn nó cho đời con cháu.",5
Mua ủng hộ thầy trước. Đọc sau. Mọi người nhớ theo dõi facebook và youtube Minh Niệm của thầy nhé. Ship về Vũng Tàu siêu nhanh luôn. 1 ngày,5
"Đọc quyển này thực sự mình đã khóc. Đọc như thấu tâm can, hóa ra tim mình lại phải chịu nhiều đến thế. Hãy lắng nghe, yêu và thương lấy trái tim mình",5
"sách chất lượng kém quá, mất nhiều trang trắng xóa không in gì cả. đọc mà mất hứng ghê :(",1
Giao hàng nhanh Sách đẹp ko nhàu Chấtượngt ốt,5
"Sách rất đẹp, không quyển nào bị móp méo. Mình bắt đầu đọc từ hôm nay nên là không biết nội dung bên trong như thế nào",5
"Cuốn sách không được bọc nilong như mình mong muốn nên có vết ố vàng nhỏ, giấy in sách rất mỏng. Đóng hàng không cẩn thận. :))",3
"Chất lượng sách tốt, giao hàng nhanh. Nội dung chưa đọc nhưng nghe review nhiều phản hồi tốt. Sẽ đọc trong nay mai và phản hồi lại về nội dung. Mua ở tiki rất yên tâm",5
"sách bị gập bìa.Nên đóng gói cẩn thận để sách nguyên vẹn hơn.Mình đặt mua tặng quà sinh nhật,sách bị vậy hơi buồn.ship chậm,vẫn cho 4 sao nha",4
"sách bị lỗi, bị rách phía trong rất nhiều. shop đổi lại cuốn khác được không",1
"Giấy in xấu! khổ giấy nhỏ, nên sách bị dày, cầm không thoải mái. Nhìn không có hứng thú đọc nên mình đổi lại sách khác rồi.",2
Một cuốn sách rất hay và thấm giúp mình thay đổi suy nghĩ và cái nhìn tích cực hơn về cuộc sống,5
Tiki giao hàng nhanh. Cuốn sách rất hay của thầy Minh Niệm. Cuốn sách đầu giường của mình để hoàn thiện bản thân mỗi ngày.,5
Quyển này thì quá hot nên không cần phải nhận xét nhiều ạ. Đây là quyển sách ai cũng cần đọc qua trong đời.,5
sau khi mua xong vs giá 138k thì khi nhận hàng lên xem lại shop sales còn có 102k. Quá là buồn nênn đánh giá 4 sao. Nhưng sách hay các bạn nên mua và đọc thử 1 lần,4
"Sách không được bọc, chất giấy thô ráp không mịn, bìa bẩn, bụi. Mong shop chú ý hơn.",3
",",4
"Sách rất hay, tiki đóng gói cẩn thận, mua hàng tiết kiệm",5
sách hay,5
Tuyệt,5
"Quá sâu sắc, ai cũng cần, và nên đọc",5
Nơi mua sách an tâm nhất đối với bản thân tôi!,5
Tôi thích quyển sách này,5
Chất lượng tốt,5
Rất hay và ý nghĩa,5
sách giấy đểu cầm nhẹ tênh,4
"Đóng gói kỹ càng, bao bì đẹp",5
Rất ý nghĩa,5
mình rất thích cuốn sách này. cảm ơn thầy Minh Niệm,4
Giao nhanh,5
hay,5
Hay,5
Sach hay ve cuoc song,5
Sách đẹp,5
hay,5
Nội dung hay. Chất lượng giấy chưa tốt.,5
"Giao hàng nhanh, sách đẹp",5
Đọc để hiểu hơn về trái tim . Cảm thấy mình sai ở nhiều điều,5
Giao hàng nhanh,5
Sách đẹp,5
sách hay,5
rất hay và ý nghĩa,5
Tuyệt vời!,5
Noi dung rat hay va thuc te,5
Hài lòng ạ..sách nguyên vện không bị sao,5
Sách oke,5
sách hay,5
tốt,5
Hay,5
ok,5
Hài lòng,5
tốt,5
Một cuốn sách rất ý nghĩa,5
Chất lượng giấy tốt. Hài Lòng,5
Cảm ơn,4
tôta,5
Nội dung hay và ý nghĩa,5
Sách rất đẹp,5
sách nội dung hay,5
Tốt,5
sách hayyyyy,5
Một cuốn sách tốt.,5
hài lòng,5
Một cuốn sách hay,5
"Giao hàng nhanh, đóng gói cẩn thận",5
Sách tuyệt lắm ạ. Mn mua về nhé,5
Good,5
hay,5
"Giao hàng nhanh, đóng gói cẩn thận",5
Sách hay qus,5
chất lượng sách chưa tốt,3
Giấy rất xấu,3
Sách in rõ nét! Giao hàng nhanh!,5
Sách hay,5
"Đóng gói tệ, cái hộp gần như bung ra hết",1
Sách hay lắm ạ!,5
Rất cần cho những khi cần giải toả cảm xúc,5
"Sản phẩm oki,tiki giao hàng tốt và chuyên nghiệp.hài lòng",5
Trên cả tuyệt vời,5
N,5
Đẹp,5
luôn là quyển sách tâm đắc nhất,5
sp rất tuyệt,5
"Sách hay và ý nghĩa, nên đọc.",5
nice,5
sách hay,5
Nội dung rất hay và hữu ích. tốt cho mọi người Chất lượng giấy tạm ổn,5
Sách hay,5
Nội dung sách thì khỏi chê. Giá cả hợp lý. Mình hay mua sach này để tặng bạn bè,5
Quá xuất sắc nội dung rất hay,5
Sách rất cần cho ai hướng đến trái tim,5
Rất dễ đọc,5
"sách hay , bao bọc kĩ càng",5
giấy in hơi tệ mình ko thik lắm,5
giao hàng nhanh hơn mong đợi,5
nice,5
Sách đẹp lắm ạ em rất thích sẽ ủng hộ tiki :)))))),5
tốt,5
Nội dung hay,5
"giao sách nhanh, sách đẹp!!",5
Ok,5
rất sâu sắc. nên đọc,5
Ok,5
Giao hàng nhanh,5
ok,5
Ok,5
Sách rất hay nên mua mọi người nhé,4
chưa đọc,5
Sách hay nên đọc.,5
sách thơm đóng gói ok,5
g,5
Sách hay,5
tốt,5
Rất hay,5
Đẹp,5
Nội dung rất hay,5
Ok,4
Rất thích,5
Sách đẹp,5
Rất hài lòng!,5
"Hàng ok , đóng gói đẹp",4
Rất hứng thú tuyệt vời đấy,5
Hay,5
hài lòng,5
hay,5
Rất hài lòng về chất lượng,5
.,5
ok,5
ok,5
"Sách nhẹ, đẹp",5
ok,5
Sách đẹp,5
"Sách đẹp, mới kít!",5
đáng đọc,5
Hay,5
ok,5
Cuốn sách hay,5
Sản phẩm tốt. Đóng gói cẩn thận.,5
Great!,5
sách hay và ý nghĩa cảm ơn shop,5
ok,5
tuyệt,5
Đọc rất hay và ý nghĩa tiki giao hàng nhanh,4
"Sách nhẹ quá, thích",5
sản phẩm tốt và nhanh chóng.,5
Sản phẩm như hình,5
"sách mới, đẹp, vừa ý",5
tốt,4
sách hay xĩuuuu,5
good,5
Giao hàng nhanh,5
sách kh có bookcare,4
Perfect,5
rất hay và hữu ích,5
.,4
hay,5
Tốt,5
Great,5
Good,5
Ok,4
"sách hay, đc bọc cẩn thận",5
Sách hay,5
Sp tốt,5
ok,5
Tuyệt vời rất ý nghĩa trong đời sống mỗi chúng ta,5
Giao hàng tốt,5
Hay,5
hàng giao cực kì nhanh nè,5
,5
Hay và ý nghĩa,5
"Giao hàng nhanh, sách đẹp",5
"chữ hơi nhỏ, giấy không đẹp",4
Hay,5
Sách hay,5
giao hàng nhanh,5
Tuyệt vời,5
Ok,5
Great,5
Sách hay,5
ok,5
Sách rât hay,5
sản phẩm tốt,4
Doc sach mở mang kien thuc.han chế tv va dien thoai,4
Sách đẹp,5
"Sách đẹp , giao hàng nhanh",5
Sách hay và ý nghĩa,5
Ngon,5
"Giao hàng nhanh, gói hàng cẩn thận",5
hay,5
hay,5
hay,5
ý nghĩa,5
ok,5
rất bổ ích,5
Tot,5
.,5
Ok,5
tốt,5
giao sớm gói kĩ lưỡng nhưng có một cuốn sách bị nhăn gốc mép,5
"đóng gói đẹp,cẩn thận, sách giao đúng",5
"Sách đẹp, đóng gói tạm ổn, giao hàng nhanh.",5
rất hài lòng mặc dù hàng giao chậm hơn ngày dự kiến.,5
"Giao hàng nhanh lắm, sách cũng oke. Đáng tiền lắm nha",5
"Đóng gói đẹp, giao đúng sản phẩm",5
sách về sớm hơn dự kiến. sách mới. nội dung sách rất bổ ích. cảm ơn tiki,5
sách oke,5
Ok nha mn,5
Sách rất đẹp ạ,5
Siêu tốc,5
Giao hàng trể nhưng mà sách vẫn tốt,4
"giao sách bị nhăn, tệ",5
so good,5
Gói bọc sách rất cẩn thận ạ,4
Rất hài lòng với sản phẩm,5
rất tốt,5
d,5
sách trên cả tuyệt vời,5
ok,5
oke,5
"Sách mới tinh, okay!",5
Sách hay,5
Tuyệt vời,5
Sản phẩm như quảng cáo,5
Quá tuyệt vời,5
"Quyền đắc nhân tâm tốt có bọc bên ngoài giấy kính, nên không trầy. Quyền quẳng gánh lo đi & vui sống quá tệ, sáng không bọc kính nên trầy bên ngoài bìa cả hai mặt nhìn không vừa mắt, trên chữ Dale Carnegie bị tróc sơn màu vàng chỗ chữ “N”, gáy sách bị lỏm xe vào và tróc ra cực kỳ không tốt, mua hai quyển nhưng một quyển ok một quyền không tốt như vậy là không được, quyền này như cũ vậy hy vọng tiki sẽ đổi lại quyển này cho mình",1
"Cũng được đó chớ, giao hàng đúng thời hẹn, nội dung thì chưa đọc nên chưa thể biết, nói chung là được, 5 sao.",5
"Đóng gói cẩn thận,đẹp,chất liệu giấy thì nên cải thiện thêm chút,nói chung trong tầm giá thì rất tốt.vẩn cho 5 sao",5
"đóng gói cẩn thận,giao siêu nhanh, chất liệu 3/5, nội dung thì mik đang đọc",5
"Shop giao hàng nhanh, đóng gói kỹ",2
"Bộ sách tốt, truyền cảm hứng",5
Đẹp,5
tốt,4
"Mình cũng chưa mua nhiều sách trên tiki nhưng cuốn này có chất lượng tệ nhất trong 8 cuốn sách mình đã mua trên tiki.90% đây là sách in lậu vì 1: chất giáy kém chất lượng,sần sùi không như những cuốn sách mình thật mình đã trải nghiệm,những vết cắt giấy rất nham nhở 2: Đa phần những trang sách có những chấm nhỏ đen giống như sách in dỏm,màu mực chữ không đều có trang đậm trang nhạt 3: Ngay gáy vết keo hiện rõ màu vàng đục chứ không như màu trắng như những cuốn sách thật",1
"Chào các bạn, mình mới mua cuốn "" Đắc nhân tâm và Muôn kiếp nhân sinh"" từ Tiki về( Khổ , nhưng do đặt nhầm số lượng và liên hệ đổi trả Tiki không nghe máy nên mình pass RẺ lại cho bạn nào cần. Liên hệ : https://www.facebook.com/profile.php?id=100016489638789 hoặc qua sdt: 0869836375 Cảm ơn mọi người đã đọc bài của mình ạ",5
Vừa mới bóc hộp ra đã thấy một tầng bụi nhỏ trên sách. Nhưng bất ngờ hơn là: sách bị nếp gấp ở trang sau. Luôn tin tưởng Tiki nên mua sách trên Tiki nhưng lần này khá thất vọng. Với bất kì mọt sách nào thì việc sách không hoàn toàn nguyên vẹn thì quả thực rất đau lòng đó.,3
"Sách đẹp, rõ nét lắm ạ. Bìa cầm rất thích, tuy khổ nhỏ nhưng cỡ chữ không nhỏ nên đọc không mỏi mắt, riêng cá nhân mình thì rất thích màu giấy. Thêm nữa là giao rất nhanh, đặt đêm hôm trước chiều hôm sau đã có sách, tuy giao trời mưa rất to nhưng sách không bị ướt, vẫn giữ được form.",5
Này em ơi Why you so đẹp Cái mắt màu nâu của em so đẹp Có bao giờ xấu vì em so đẹp Everything about you Em so đẹp Này em ơi Why you so đẹp Em tới từ đâu sao em so đẹp Cái mặt sáng giá vì em so đẹp Ba nổi bảy chìm vì em so đẹp,3
Giao hàng đúng ngày Hộp đựng có dấu hiệu bị ngấm nước và bị móp Phần gáy sách nhăn lại có thể do bị ngấm nước Tóm lại cũng bình thường,3
